"unitid","institution name","year","C2009_A.CIP Code -  2000 Classification","CipTitle","C2009_A.First or Second Major","C2009_A.Award Level code","C2009_A_RV.Grand total","IDX_C"
"121345","Pomona College","2009","'40'","Physical sciences.","First major","Bachelor's degree","28","-2"
"121345","Pomona College","2009","'40'","Physical sciences.","Second major","Bachelor's degree","1","-2"
"121363","Porterville College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"121363","Porterville College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","6","-2"
"121363","Porterville College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","3","-2"
"121381","Westwood College-South Bay","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","7","-2"
"121381","Westwood College-South Bay","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","33","-2"
"121381","Westwood College-South Bay","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","3","-2"
"121619","Santa Ana College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","9","-2"
"121619","Santa Ana College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","7","-2"
"121619","Santa Ana College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","11","-2"
"121619","Santa Ana College","2009","'14'","Engineering.","First major","Associate's degree","7","-2"
"121619","Santa Ana College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","27","-2"
"121619","Santa Ana College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","4","-2"
"121619","Santa Ana College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","9","-2"
"121619","Santa Ana College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","2","-2"
"121619","Santa Ana College","2009","'40'","Physical sciences.","First major","Associate's degree","17","-2"
"121691","University of Redlands","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","2","-2"
"121691","University of Redlands","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","18","-2"
"121691","University of Redlands","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","12","-2"
"121691","University of Redlands","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","0","-2"
"121691","University of Redlands","2009","'40'","Physical sciences.","First major","Bachelor's degree","10","-2"
"121691","University of Redlands","2009","'40'","Physical sciences.","Second major","Bachelor's degree","2","-2"
"121707","College of the Redwoods","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"121707","College of the Redwoods","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"121707","College of the Redwoods","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","5","-2"
"121707","College of the Redwoods","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","1","-2"
"121707","College of the Redwoods","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"121707","College of the Redwoods","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","8","-2"
"121886","Rio Hondo College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","2","-2"
"121886","Rio Hondo College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"121886","Rio Hondo College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","3","-2"
"121886","Rio Hondo College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","9","-2"
"121886","Rio Hondo College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","1","-2"
"121886","Rio Hondo College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","10","-2"
"121901","Riverside City College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","58","-2"
"121901","Riverside City College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","6","-2"
"121901","Riverside City College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","9","-2"
"121901","Riverside City College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","52","-2"
"121901","Riverside City College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"121901","Riverside City College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","13","-2"
"122180","Sacramento City College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","35","-2"
"122180","Sacramento City College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","16","-2"
"122180","Sacramento City College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","29","-2"
